167.617050171,165.379241943,170.000457764,134.546112061,119.915962219,135.249938965,27.9628982544,138.563171387,168.364974976,166.194015503,167.740829468,165.712127686,138.563171387,162.997268677,167.151275635,31.9010295868,164.900650024,166.074768066,165.27520752,167.967803955,162.566635132,165.680206299,163.62348938,164.586486816,164.35484314,165.178039551,166.966506958,168.77772522,164.191360474,166.496871948,165.281707764,163.864624023,165.830444336,164.947784424,167.27835083,168.710861206,166.744628906,165.348388672,163.978225708,163.451461792,166.483154297,162.346542358,164.848205566,168.315643311,163.890533447,167.889709473,163.08152771,161.581298828,164.79460144,164.853225708,164.023178101,163.771682739,162.502960205,164.066818237,163.387512207,162.740844727
164.0336151125,160.675979614,163.57553863549998,108.83435821555,104.00957489,109.261001587,24.2306213379,136.745376587,162.53584289550002,161.169631958,162.1538238525,160.88079071049998,136.745376587,159.167366028,161.77902221699998,24.3930425644,160.3802566525,161.0952301025,160.6307449345,162.3078460695,158.91143798849998,162.2990646365,159.591003418,160.1974487305,160.04605865500002,160.56061553950002,161.6611938475,162.7854385375,159.936340332,161.372161865,160.6147232055,159.7309875485,160.9485321045,160.416519165,161.86143493650002,162.7561569215,161.5116882325,160.6823425295,159.8202667235,159.4875183105,161.3574295045,158.7404022215,160.35262298549998,162.6583633425,159.75600433350002,162.34907531750002,159.222885132,158.7142715455,160.326156616,160.3536376955,159.835357666,159.6799926755,158.879257202,159.8575897215,159.413154602,159.0190505985
142.7611961365,161.2416381835,164.385612488,108.63687133805,103.1462631225,109.113220215,27.5152244568,136.63558197,163.60987854,161.855178833,163.1771240235,161.497375488,136.63558197,159.73542022700002,162.705245972,18.1265153885,160.908744812,161.754096985,161.1973342895,163.354957581,159.51369476349998,144.642669678,160.1898117065,160.69435882599998,160.656890869,161.1160812375,162.556472778,163.79134368849998,160.37550354,162.1483688355,161.17913818350002,160.12040710449998,161.577468872,160.9395446775,162.841026306,163.779716492,162.3522033695,161.256767273,160.24351501450002,160.112121582,162.123939514,159.359840393,160.943939209,163.97897338849998,160.1615142825,163.67821502700002,159.7847976685,159.8154067995,160.9156188965,160.94174957299998,160.2583465575,160.27793884250002,159.4895401,160.440307617,159.96550750749998,159.609916687
147.54353714,166.00297546399997,170.735824585,140.6046829225,128.798839569,141.24606323249998,24.62604522705,141.600868225,169.38438415550002,166.9361953735,168.73160553,166.38672637949998,141.600868225,161.7747879025,168.098526001,23.5342025757,165.49089813249998,166.79017639149998,165.90950775099998,168.9756774905,161.463546753,148.8029785155,162.38665008549998,165.143257141,162.98284912100002,165.80090332,167.89735412599998,169.71733093249998,164.6723251345,167.3289413455,165.9095611575,164.2879257205,166.516998291,165.5308532715,168.27718353249998,169.6830749515,167.6335754395,163.684005737,164.4504089355,162.2797317505,167.29774475099998,161.30137634250002,163.3309326175,169.9664459225,164.338218689,169.45197296150002,161.837181091,163.35260772700002,163.2836380005,163.329208374,164.4892196655,162.5120010375,161.4264831545,162.721206665,162.0856704715,161.596595764
167.1719970705,161.99411010749998,165.2973480225,114.5704421997,112.87231826775,114.867488861,16.860370636,143.052192688,164.229728699,162.654457092,163.799812317,162.26433563249998,143.052192688,162.3441848755,163.40635681150002,23.3151731491,161.6116638185,162.5569229125,161.93724823,163.974899292,161.96521759,165.10727691649998,163.066947937,161.3664627075,163.79412078849998,161.8500671385,163.270324707,164.48291778599997,161.00669860850002,162.91265869149998,161.918121338,160.72853851349998,162.3552856445,161.653305054,163.5106124875,164.46577453650002,163.0990829465,164.8967895505,160.860824585,162.9401931765,162.8852310185,161.76991271949998,164.3025436405,164.739425659,160.7700500485,164.318305969,162.4233627315,160.72541046150002,164.237007141,164.303764343,160.87595367400002,163.213897705,161.918830872,163.46397399900002,162.7151412965,162.124671936
162.1126174925,139.4758720395,136.4462509155,55.9110555649,65.09913825985,55.928903579700005,23.84834957125,139.79491424550002,137.270252228,138.77079391450002,137.59789276150002,139.184688568,139.79491424550002,164.859077454,137.8887290955,18.09996986385,139.828113556,138.8296661375,139.714443207,137.6565055845,164.3964996335,160.835990906,165.73983001699995,140.143157959,166.687538147,139.7476119995,138.1435508725,137.035938263,140.185848236,138.626220703,139.5520362855,140.354953766,139.0573883055,139.88609314,138.0211601255,137.179489136,138.2714996335,168.1157913205,140.514595032,165.583496094,138.5000343325,164.1632766725,167.347732544,137.202484131,140.4371986385,137.4222679135,164.95867919900002,149.1383514405,167.2743759155,167.35169982899998,140.317073822,165.92005920399998,164.33625030550002,166.241668701,165.317871094,164.58750152599998
159.896102905,120.45891571,112.148849487,29.7394542694,43.8619804382,29.6605796814,28.6959438324,138.343597412,114.336769104,118.539955139,115.271942139,119.668861389,138.343597412,164.445983887,116.158073425,17.2700233459,121.457069397,118.733337402,120.965019226,115.252540588,164.018508911,158.695968628,165.297958374,122.259597778,166.176025391,121.107925415,116.784095764,113.751167297,122.633262634,118.035720825,120.67641449,123.185218811,119.349884033,121.533447266,116.337928772,114.035598755,117.186325073,167.308776855,123.383636475,165.145401001,117.808921814,163.80406189,166.721405029,113.902145386,123.309181213,114.56388092,164.539642334,139.747528076,166.668487549,166.724838257,122.991523743,165.46875,163.964279175,165.765548706,164.88458252,164.196273804
161.61165618899997,157.46649169900002,163.289077759,130.19436645550002,117.8502159115,130.7363090515,19.09489631655,126.1415176395,162.141204834,159.3847122195,161.6434555055,158.252311707,126.1415176395,152.12026214600002,161.2178649905,24.43291664125,156.383728027,159.12130737299998,157.2153320315,161.7827911375,151.2514038085,158.18198394799998,153.50933837899998,155.66207885699998,155.182876587,156.996284485,161.0882873535,162.430496216,154.778137207,160.0545043945,157.2341842655,154.0492858885,158.5209198,156.48458862299998,161.3608703615,162.384613037,160.67754364,157.38047027599998,154.30075073249998,153.2694854735,160.04889678950002,150.80979156450002,156.254875183,162.16259002700002,154.105583191,161.81224823000002,152.2780303955,149.267478943,156.1388397215,156.279060364,154.403327942,153.8387374875,151.12647247299998,154.5050582885,152.979614258,151.60739135749998
163.6317367555,159.34951019275,163.67478561425,122.571041107275,115.72781753524998,123.0077495575,18.610698223125,131.44195175175,162.65318298325002,160.54785537725002,162.21075820925,159.842529297,131.44195175175,155.78083038325002,161.79373168975,23.849225997925,158.675361633,160.37854385375,159.210777283,162.3632125855,155.2139320375,160.84977340724998,156.7352371215,158.23015213,157.85553741450002,159.06782531725,161.6674957275,162.92892837525,157.65639495825002,160.98702239975,159.2091178895,157.1839256285,160.00888061525,158.73978424075,161.9277153015,162.900592804,161.37771987925,159.3198051455,157.36648941049998,156.569984436,160.9669151305,154.8959465025,158.5661087035,162.929008484,157.23164749149998,162.53702545175,155.88895797725,148.23591613775,158.49128723125,158.578582764,157.420436859,156.95333862275,155.13339996325,157.38697433475,156.3490753175,155.44723892225
155.27683830275,162.18505859375,165.30745315575,112.72416496275,99.065912246725,113.10622787485,23.0041179657,137.5816307065,164.448574066,162.81049346925,164.0264434815,162.450450897,137.5816307065,160.29212570175,163.57595825225,21.3754377365,161.8438301085,162.71527481075,162.137161255,164.19890975975,160.0114898685,155.22321701075,160.8450889585,161.6153182985,161.438896179,162.06047058075,163.44313430775,164.68314743025,161.280731201,163.06642913825,162.12552261349998,161.00996780399998,162.53774642924998,161.8727264405,163.72147750825002,164.669395447,163.2583389285,162.198905945,161.14502334600002,160.7480278015,163.0323486325,159.8378601075,161.809310913,164.87776947025,161.0564727785,164.50911712675,160.3506851195,154.99320983875,161.76486587525,161.80793762225,161.158340454,160.95744705175002,159.97557067875,161.1600990295,160.5766830445,160.12998199475
